1997-09-16T23:48:58.313    -22.93     10.56     -2.40     25.36  26.39  -0.16  41.85 318.15
1997-09-16T23:48:58.646    -22.90     10.44     -2.37     25.28  26.39  -0.16  41.84 318.16
1997-09-16T23:48:58.980    -22.85     10.42     -2.39     25.23  26.39  -0.16  41.84 318.16
1997-09-16T23:48:59.313    -22.74     10.37     -2.32     25.10  26.39  -0.16  41.84 318.16
1997-09-16T23:48:59.646    -22.81     10.26     -2.40     25.13  26.39  -0.16  41.83 318.17
1997-09-16T23:48:59.980    -22.80     10.18     -2.45     25.09  26.39  -0.16  41.83 318.17
1997-09-16T23:49:00.313    -22.81     10.14     -2.59     25.10  26.39  -0.16  41.83 318.17
1997-09-16T23:49:00.646    -22.78     10.02     -2.72     25.04  26.39  -0.16  41.82 318.18
1997-09-16T23:49:00.980    -22.89     10.18     -2.74     25.20  26.39  -0.16  41.82 318.18
1997-09-16T23:49:01.313    -22.84     10.06     -2.82     25.12  26.39  -0.16  41.82 318.18
1997-09-16T23:49:01.646    -22.99     10.01     -2.83     25.23  26.39  -0.16  41.81 318.19
1997-09-16T23:49:01.980    -22.97     10.05     -2.91     25.25  26.39  -0.16  41.81 318.19
1997-09-16T23:49:02.313    -23.08     10.02     -2.91     25.33  26.39  -0.16  41.81 318.19
1997-09-16T23:49:02.646    -23.10     10.05     -3.16     25.39  26.39  -0.16  41.80 318.20
1997-09-16T23:49:02.980    -23.22      9.94     -3.23     25.47  26.39  -0.16  41.80 318.20
1997-09-16T23:49:03.313    -23.22      9.81     -3.27     25.42  26.39  -0.16  41.80 318.20
1997-09-16T23:49:03.646    -23.27      9.86     -3.31     25.48  26.39  -0.16  41.79 318.21
1997-09-16T23:49:03.980    -23.26      9.90     -3.28     25.49  26.39  -0.16  41.79 318.21
1997-09-16T23:49:04.313    -23.29      9.84     -3.34     25.51  26.39  -0.16  41.79 318.21
1997-09-16T23:49:04.646    -23.27      9.72     -3.39     25.45  26.39  -0.16  41.78 318.22
1997-09-16T23:49:04.980    -23.22      9.54     -3.45     25.34  26.39  -0.16  41.78 318.22
1997-09-16T23:49:05.313    -23.18      9.53     -3.43     25.29  26.39  -0.16  41.78 318.22
1997-09-16T23:49:05.646    -23.03      9.65     -3.42     25.20  26.39  -0.16  41.77 318.23
1997-09-16T23:49:05.980    -22.86      9.42     -3.49     24.97  26.39  -0.16  41.77 318.23
1997-09-16T23:49:06.313    -22.84      9.29     -3.50     24.90  26.39  -0.16  41.77 318.23
1997-09-16T23:49:06.646    -22.82      9.13     -3.49     24.83  26.39  -0.16  41.76 318.24
1997-09-16T23:49:06.980    -22.76      8.85     -3.48     24.66  26.39  -0.16  41.76 318.24
1997-09-16T23:49:07.313    -22.86      8.58     -3.49     24.66  26.39  -0.16  41.76 318.24
1997-09-16T23:49:07.646    -22.80      8.59     -3.50     24.61  26.39  -0.16  41.75 318.25
1997-09-16T23:49:07.980    -22.90      8.65     -3.53     24.73  26.39  -0.16  41.75 318.25
1997-09-16T23:49:08.313    -22.86      8.83     -3.43     24.75  26.39  -0.16  41.75 318.25
1997-09-16T23:49:08.646    -22.83      9.00     -3.47     24.79  26.39  -0.16  41.74 318.26
1997-09-16T23:49:08.980    -22.83      9.21     -3.40     24.85  26.39  -0.16  41.74 318.26
1997-09-16T23:49:09.313    -22.85      9.22     -3.30     24.86  26.39  -0.16  41.74 318.26
1997-09-16T23:49:09.646    -22.62      9.22     -3.28     24.64  26.39  -0.16  41.73 318.27
1997-09-16T23:49:09.980    -22.42      9.36     -3.17     24.50  26.39  -0.16  41.73 318.27
1997-09-16T23:49:10.313    -22.28      9.45     -3.04     24.39  26.39  -0.16  41.73 318.27
1997-09-16T23:49:10.646    -22.19      9.61     -2.90     24.36  26.39  -0.16  41.72 318.28
1997-09-16T23:49:10.980    -22.05      9.79     -2.92     24.30  26.39  -0.16  41.72 318.28
1997-09-16T23:49:11.313    -22.02      9.90     -2.77     24.31  26.39  -0.16  41.72 318.28
1997-09-16T23:49:11.646    -21.97     10.14     -2.63     24.34  26.39  -0.16  41.71 318.29
1997-09-16T23:49:11.980    -21.88     10.14     -2.61     24.26  26.39  -0.16  41.71 318.29
1997-09-16T23:49:12.313    -21.77     10.21     -2.44     24.16  26.39  -0.16  41.71 318.29
1997-09-16T23:49:12.646    -21.84     10.36     -2.36     24.29  26.39  -0.16  41.70 318.30
1997-09-16T23:49:12.980    -21.79     10.37     -2.30     24.25  26.39  -0.16  41.70 318.30
1997-09-16T23:49:13.313    -21.82     10.36     -2.21     24.26  26.39  -0.16  41.70 318.30
1997-09-16T23:49:13.646    -21.88     10.46     -2.12     24.34  26.39  -0.16  41.69 318.31
1997-09-16T23:49:13.980    -21.80     10.59     -2.10     24.33  26.39  -0.16  41.69 318.31
1997-09-16T23:49:14.313    -21.85     10.62     -1.93     24.37  26.39  -0.16  41.69 318.31
1997-09-16T23:49:14.646    -21.88     10.77     -1.76     24.46  26.39  -0.16  41.68 318.32
1997-09-16T23:49:14.980    -22.04     10.82     -1.84     24.62  26.39  -0.16  41.68 318.32
1997-09-16T23:49:15.313    -22.23     10.70     -1.84     24.74  26.39  -0.16  41.68 318.32
1997-09-16T23:49:15.646    -22.24     10.58     -1.94     24.71  26.39  -0.16  41.67 318.33
1997-09-16T23:49:15.980    -22.25     10.72     -1.83     24.77  26.39  -0.16  41.67 318.33
1997-09-16T23:49:16.313    -22.30     10.86     -1.78     24.87  26.39  -0.16  41.67 318.33
1997-09-16T23:49:16.646    -22.21     10.91     -1.71     24.80  26.38  -0.16  41.67 318.33
1997-09-16T23:49:16.980    -22.18     10.80     -1.73     24.73  26.38  -0.16  41.66 318.34
1997-09-16T23:49:17.313    -22.25     10.74     -1.84     24.77  26.38  -0.16  41.66 318.34
1997-09-16T23:49:17.646    -22.33     10.75     -1.79     24.85  26.38  -0.16  41.66 318.34
1997-09-16T23:49:17.980    -22.17     11.13     -1.73     24.87  26.38  -0.16  41.65 318.35
1997-09-16T23:49:18.313    -22.12     10.98     -1.64     24.75  26.38  -0.16  41.65 318.35
1997-09-16T23:49:18.646    -22.06     11.00     -1.58     24.70  26.38  -0.16  41.65 318.35
1997-09-16T23:49:18.980    -22.03     11.00     -1.54     24.67  26.38  -0.16  41.64 318.36
1997-09-16T23:49:19.313    -22.06     10.86     -1.64     24.65  26.38  -0.16  41.64 318.36
1997-09-16T23:49:19.646    -21.99     10.76     -1.63     24.54  26.38  -0.16  41.64 318.36
1997-09-16T23:49:19.980    -22.08     10.72     -1.60     24.60  26.38  -0.16  41.63 318.37
1997-09-16T23:49:20.313    -22.10     10.75     -1.58     24.63  26.38  -0.16  41.63 318.37
1997-09-16T23:49:20.646    -22.09     10.67     -1.80     24.60  26.38  -0.16  41.63 318.37
1997-09-16T23:49:20.980    -22.06     10.77     -1.78     24.61  26.38  -0.16  41.62 318.38
1997-09-16T23:49:21.313    -22.03     10.88     -1.75     24.63  26.38  -0.16  41.62 318.38
