1995-12-07T17:30:00.005    -263.57   -120.32  -1631.84   1657.36  -0.22227  -7.89197  -1.27674
1995-12-07T17:30:00.238    -264.55   -112.56  -1628.54   1653.72  -0.22186  -7.89012  -1.27649
1995-12-07T17:30:00.438    -269.75   -113.66  -1629.45   1655.54  -0.22151  -7.88853  -1.27628
1995-12-07T17:30:00.671    -269.52   -118.66  -1627.78   1654.20  -0.22110  -7.88668  -1.27603
1995-12-07T17:30:00.905    -270.29   -125.08  -1628.00   1655.02  -0.22069  -7.88482  -1.27578
1995-12-07T17:30:01.105    -267.19   -123.60  -1629.91   1656.29  -0.22034  -7.88324  -1.27556
1995-12-07T17:30:01.338    -266.66   -123.37  -1628.85   1655.14  -0.21993  -7.88139  -1.27531
1995-12-07T17:30:01.571    -267.73   -124.97  -1629.78   1656.35  -0.21953  -7.87954  -1.27507
1995-12-07T17:30:01.771    -269.45   -123.72  -1630.29   1657.03  -0.21918  -7.87795  -1.27485
1995-12-07T17:30:02.005    -266.44   -124.49  -1632.02   1658.30  -0.21877  -7.87609  -1.27460
1995-12-07T17:30:02.238    -261.32   -126.61  -1630.28   1655.93  -0.21836  -7.87424  -1.27435
1995-12-07T17:30:02.438    -261.96   -126.65  -1633.49   1659.20  -0.21801  -7.87266  -1.27414
1995-12-07T17:30:02.671    -264.50   -121.05  -1631.43   1657.16  -0.21760  -7.87081  -1.27389
1995-12-07T17:30:02.905    -266.43   -121.54  -1630.76   1656.85  -0.21719  -7.86895  -1.27364
1995-12-07T17:30:03.105    -263.84   -120.66  -1630.51   1656.12  -0.21684  -7.86736  -1.27343
1995-12-07T17:30:03.338    -263.52   -125.39  -1630.33   1656.24  -0.21643  -7.86551  -1.27318
1995-12-07T17:30:03.571    -262.83   -121.87  -1630.62   1656.16  -0.21602  -7.86366  -1.27293
1995-12-07T17:30:03.771    -263.27   -119.93  -1632.88   1658.31  -0.21567  -7.86208  -1.27271
1995-12-07T17:30:04.005    -262.25   -122.97  -1631.50   1657.01  -0.21526  -7.86022  -1.27246
1995-12-07T17:30:04.238    -263.41   -119.41  -1632.28   1657.71  -0.21485  -7.85837  -1.27222
1995-12-07T17:30:04.438    -267.76   -118.75  -1630.85   1656.94  -0.21450  -7.85678  -1.27200
1995-12-07T17:30:04.671    -273.52   -123.45  -1625.00   1652.47  -0.21409  -7.85493  -1.27175
1995-12-07T17:30:04.905    -274.23   -123.76  -1629.07   1656.62  -0.21368  -7.85308  -1.27150
1995-12-07T17:30:05.105    -272.08   -125.90  -1628.81   1656.17  -0.21333  -7.85149  -1.27129
1995-12-07T17:30:05.338    -271.52   -130.20  -1630.80   1658.37  -0.21292  -7.84964  -1.27104
1995-12-07T17:30:05.571    -271.62   -128.58  -1633.50   1660.91  -0.21252  -7.84779  -1.27079
1995-12-07T17:30:05.771    -267.84   -127.06  -1629.61   1656.35  -0.21216  -7.84620  -1.27058
1995-12-07T17:30:06.005    -265.06   -124.27  -1632.58   1658.62  -0.21175  -7.84435  -1.27033
1995-12-07T17:30:06.238    -260.58   -122.28  -1630.36   1655.57  -0.21135  -7.84250  -1.27008
1995-12-07T17:30:06.438    -262.52   -117.64  -1629.39   1654.59  -0.21100  -7.84091  -1.26986
1995-12-07T17:30:06.671    -263.62   -108.84  -1630.46   1655.22  -0.21059  -7.83906  -1.26962
1995-12-07T17:30:06.905    -269.32   -108.04  -1630.82   1656.43  -0.21018  -7.83720  -1.26937
1995-12-07T17:30:07.105    -269.66   -112.64  -1630.79   1656.76  -0.20983  -7.83562  -1.26915
